Date/Time,Electricity:Facility [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly) 
 01/07  12:00:00,1685682.9939043429,1197395.0195587199,488287.9743456227,0.0,4081365.541495675,0.0 
 01/07  13:00:00,1638337.5952458983,1197395.0195587199,440942.57568717826,0.0,4034952.512352323,0.0 
 01/07  14:00:00,1817448.599119928,1197395.0195587199,620053.579561208,0.0,3808393.095279366,0.0 
 01/07  15:00:00,2157864.485542963,1197395.0195587199,960469.465984243,0.0,3758036.980832964,0.0 
 01/07  16:00:00,2528833.2320526398,1197395.0195587199,1331438.2124939194,0.0,3867888.0543968977,0.0 
 01/07  17:00:00,2556353.6195587206,1197395.0195587199,1358958.6,0.0,3982791.392246654,0.0 
 01/07  18:00:00,2613393.2487543125,1254434.648754312,1358958.6,0.0,4021544.434815563,0.0 
 01/07  19:00:00,2757995.677949904,1311474.2779499039,1446521.4,0.0,3968474.9866595759,0.0 
 01/07  20:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,3884835.2278501179,0.0 
 01/07  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,3891659.8375267388,0.0 
 01/07  22:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,3967281.3705483337,0.0 
 01/07  23:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,4243465.314963817,0.0 
 01/07  24:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,4851892.560065902,0.0 
 01/08  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5191239.48782924,0.0 
 01/08  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5329740.083459886,0.0 
 01/08  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5407648.481330719,0.0 
 01/08  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5467273.762532509,0.0 
 01/08  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5518278.335720392,0.0 
 01/08  06:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5563152.803137805,0.0 
 01/08  07:00:00,1284957.8195587199,1197395.0195587199,87562.8,0.0,5564602.183444189,0.0 
 01/08  08:00:00,3060892.477949904,1311474.2779499039,1749418.2,0.0,4710125.78572126,0.0 
 01/08  09:00:00,3174969.5676,1425551.3676,1749418.2,0.0,4517330.631358496,0.0 
 01/08  10:00:00,2095051.6375881902,1311474.2779499039,783577.3596382864,0.0,4391814.095763238,0.0 
 01/08  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,3739910.773249505,0.0 
 01/08  12:00:00,1396427.2170940876,1197395.0195587199,199032.19753536775,0.0,3833530.1287503365,0.0 
 01/08  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,3301538.0163713118,0.0 
 01/08  14:00:00,1685332.268088849,1197395.0195587199,487937.248530129,0.0,3415281.187573688,0.0 
 01/08  15:00:00,2158901.373253724,1197395.0195587199,961506.353695004,0.0,3433176.4832022178,0.0 
 01/08  16:00:00,2528875.9689899689,1197395.0195587199,1331480.9494312488,0.0,3412663.7717432209,0.0 
 01/08  17:00:00,2556353.6195587206,1197395.0195587199,1358958.6,0.0,3497389.133083974,0.0 
 01/08  18:00:00,2613393.2487543125,1254434.648754312,1358958.6,0.0,3547039.3860587326,0.0 
 01/08  19:00:00,2757995.677949904,1311474.2779499039,1446521.4,0.0,3514249.9857727319,0.0 
 01/08  20:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,3529251.792933695,0.0 
 01/08  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,3582355.0600283357,0.0 
 01/08  22:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,3632625.2452768466,0.0 
 01/08  23:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,3873283.831419205,0.0 
 01/08  24:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,4440550.057316433,0.0 
 01/09  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4720702.75800874,0.0 
 01/09  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4828132.561548264,0.0 
 01/09  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4910322.453115361,0.0 
 01/09  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4977409.930181552,0.0 
 01/09  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5026897.403550873,0.0 
 01/09  06:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5080328.859814212,0.0 
 01/09  07:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,4424877.266086596,0.0 
 01/09  08:00:00,3060892.477949904,1311474.2779499039,1749418.2,0.0,4100805.6100778549,0.0 
 01/09  09:00:00,3174969.5676,1425551.3676,1749418.2,0.0,3790301.761429875,0.0 
 01/09  10:00:00,2094043.2482449185,1311474.2779499039,782568.9702950148,0.0,3763021.022597545,0.0 
 01/09  11:00:00,1763661.1187429254,1197395.0195587199,566266.0991842055,0.0,3931889.510388771,0.0 
 01/09  12:00:00,1934300.6619297576,1197395.0195587199,736905.6423710375,0.0,3864079.8810595448,0.0 
 01/09  13:00:00,1719488.2808125085,1197395.0195587199,522093.2612537885,0.0,3912231.5099961238,0.0 
 01/09  14:00:00,2050808.0719665979,1197395.0195587199,853413.0524078778,0.0,3768591.6553997534,0.0 
 01/09  15:00:00,2307954.259513128,1197395.0195587199,1110559.2399544079,0.0,3666922.8118781105,0.0 
 01/09  16:00:00,2538744.5486980525,1197395.0195587199,1341349.5291393323,0.0,3541226.3896289647,0.0 
 01/09  17:00:00,2556353.6195587206,1197395.0195587199,1358958.6,0.0,3397009.3938762175,0.0 
 01/09  18:00:00,2613393.2487543125,1254434.648754312,1358958.6,0.0,3058611.1296384709,0.0 
 01/09  19:00:00,2757995.677949904,1311474.2779499039,1446521.4,0.0,2727238.4603328967,0.0 
 01/09  20:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,2579330.483765781,0.0 
 01/09  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,2528739.8300144339,0.0 
 01/09  22:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,2579880.517267577,0.0 
 01/09  23:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,2879175.960340093,0.0 
 01/09  24:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,3475402.54212017,0.0 
 01/10  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3764819.5923673056,0.0 
 01/10  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3924267.105685431,0.0 
 01/10  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4059274.644613033,0.0 
 01/10  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4149554.0854102729,0.0 
 01/10  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4274566.312423576,0.0 
 01/10  06:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4402762.382420557,0.0 
 01/10  07:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,3739888.6489267556,0.0 
 01/10  08:00:00,3060892.477949904,1311474.2779499039,1749418.2,0.0,3411791.595141307,0.0 
 01/10  09:00:00,3174969.5676,1425551.3676,1749418.2,0.0,3269114.5599378717,0.0 
 01/10  10:00:00,2363623.722270544,1311474.2779499039,1052149.44432064,0.0,3488457.838709104,0.0 
 01/10  11:00:00,1852428.4337473096,1197395.0195587199,655033.4141885897,0.0,3703776.682742143,0.0 
 01/10  12:00:00,1683582.8779156709,1197395.0195587199,486187.858356951,0.0,3716442.3956534138,0.0 
 01/10  13:00:00,1608477.162334282,1197395.0195587199,411082.1427755618,0.0,3718989.558324148,0.0 
 01/10  14:00:00,1816638.6354511087,1197395.0195587199,619243.6158923886,0.0,3636190.0986372146,0.0 
 01/10  15:00:00,2260895.140099161,1197395.0195587199,1063500.1205404404,0.0,3484916.8911092125,0.0 
 01/10  16:00:00,2536795.9300134547,1197395.0195587199,1339400.9104547345,0.0,3363232.2698001118,0.0 
 01/10  17:00:00,2556353.6195587206,1197395.0195587199,1358958.6,0.0,3270485.976682021,0.0 
 01/10  18:00:00,2613393.2487543125,1254434.648754312,1358958.6,0.0,3124081.0631267845,0.0 
 01/10  19:00:00,2757995.677949904,1311474.2779499039,1446521.4,0.0,2915015.114708386,0.0 
 01/10  20:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,2768152.7464998916,0.0 
 01/10  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,2695540.147022615,0.0 
 01/10  22:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,2708637.8959167629,0.0 
 01/10  23:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,2876398.4664673407,0.0 
 01/10  24:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,3292678.717719652,0.0 
 01/11  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3441102.7315433744,0.0 
 01/11  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3464145.3919075934,0.0 
 01/11  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3509971.2246227797,0.0 
 01/11  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3565983.141944057,0.0 
 01/11  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3619254.2754870115,0.0 
 01/11  06:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3683086.1957329309,0.0 
 01/11  07:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,3093239.9183871618,0.0 
 01/11  08:00:00,3060892.477949904,1311474.2779499039,1749418.2,0.0,2888075.037954824,0.0 
 01/11  09:00:00,3174969.5676,1425551.3676,1749418.2,0.0,2890085.3503000556,0.0 
 01/11  10:00:00,2504594.703499428,1311474.2779499039,1193120.4255495244,0.0,3253884.067684477,0.0 
 01/11  11:00:00,2001609.9776405108,1197395.0195587199,804214.9580817911,0.0,3704301.768611604,0.0 
 01/11  12:00:00,1668156.7554766963,1197395.0195587199,470761.7359179762,0.0,3917134.7540942246,0.0 
 01/11  13:00:00,1624124.6658891256,1197395.0195587199,426729.6463304055,0.0,3898305.6312337347,0.0 
 01/11  14:00:00,1978478.323498559,1197395.0195587199,781083.303939839,0.0,3646772.622267573,0.0 
 01/11  15:00:00,2128469.021845881,1197395.0195587199,931074.0022871608,0.0,3516018.6423093725,0.0 
 01/11  16:00:00,2524976.849020979,1197395.0195587199,1327581.829462259,0.0,3367336.3275125937,0.0 
 01/11  17:00:00,2556353.6195587206,1197395.0195587199,1358958.6,0.0,3365954.575435349,0.0 
 01/11  18:00:00,2613393.2487543125,1254434.648754312,1358958.6,0.0,3327950.380498608,0.0 
 01/11  19:00:00,2757995.677949904,1311474.2779499039,1446521.4,0.0,3227774.6075377205,0.0 
 01/11  20:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,3133476.4263069585,0.0 
 01/11  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,3038932.4146280807,0.0 
 01/11  22:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,2946135.9942918547,0.0 
 01/11  23:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,3054764.1980973889,0.0 
 01/11  24:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,3527653.8827138829,0.0 
 01/12  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3767638.2956293255,0.0 
 01/12  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3839618.721608858,0.0 
 01/12  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3941298.8611748905,0.0 
 01/12  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4079716.326128353,0.0 
 01/12  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4165400.684998002,0.0 
 01/12  06:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4234630.868241277,0.0 
 01/12  07:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,3628954.6246722305,0.0 
 01/12  08:00:00,3060892.477949904,1311474.2779499039,1749418.2,0.0,3402036.6432582738,0.0 
 01/12  09:00:00,3174969.5676,1425551.3676,1749418.2,0.0,3275470.8216261204,0.0 
 01/12  10:00:00,2771968.294273184,1311474.2779499039,1460494.01632328,0.0,3383558.895001115,0.0 
 01/12  11:00:00,1919032.3051940359,1197395.0195587199,721637.2856353158,0.0,3719964.240920634,0.0 
 01/12  12:00:00,1606373.7412734666,1197395.0195587199,408978.7217147467,0.0,3801336.754227133,0.0 
 01/12  13:00:00,1584464.1360584826,1197395.0195587199,387069.1164997625,0.0,3740478.201604996,0.0 
 01/12  14:00:00,1942412.5971383057,1197395.0195587199,745017.5775795856,0.0,3501747.775004862,0.0 
 01/12  15:00:00,2099655.706266467,1197395.0195587199,902260.6867077474,0.0,3328747.5101357328,0.0 
 01/12  16:00:00,2522944.45117023,1197395.0195587199,1325549.43161151,0.0,3091445.051759976,0.0 
 01/12  17:00:00,2556353.6195587206,1197395.0195587199,1358958.6,0.0,3044268.8678440276,0.0 
 01/12  18:00:00,2613393.2487543125,1254434.648754312,1358958.6,0.0,3011473.380761084,0.0 
 01/12  19:00:00,2757995.677949904,1311474.2779499039,1446521.4,0.0,2937083.5616337696,0.0 
 01/12  20:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,2879286.0131801657,0.0 
 01/12  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,2828028.9939201257,0.0 
 01/12  22:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,2829170.253125754,0.0 
 01/12  23:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,3054307.3593488505,0.0 
 01/12  24:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,3622582.9489228746,0.0 
 01/13  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3961166.3978291929,0.0 
 01/13  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4177022.0957983669,0.0 
 01/13  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4360550.521757948,0.0 
 01/13  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4581686.816861032,0.0 
 01/13  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4916531.150538392,0.0 
 01/13  06:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5254750.975542126,0.0 
 01/13  07:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,4761747.434417329,0.0 
 01/13  08:00:00,3060892.477949904,1311474.2779499039,1749418.2,0.0,4549783.641798867,0.0 
 01/13  09:00:00,3174969.5676,1425551.3676,1749418.2,0.0,4512709.569083181,0.0 
 01/13  10:00:00,1930392.8241545265,1311474.2779499039,618918.5462046226,0.0,4550380.559184134,0.0 
 01/13  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,3763260.002007707,0.0 
 01/13  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,3074792.7924472356,0.0 
 01/13  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2385252.58027535,0.0 
 01/13  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2055614.1769315843,0.0 
 01/13  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2136402.1010860188,0.0 
 01/13  16:00:00,2346764.273687495,1197395.0195587199,1149369.2541287747,0.0,2446499.6513592188,0.0 
 01/13  17:00:00,2556353.6195587206,1197395.0195587199,1358958.6,0.0,2899521.453264796,0.0 
 01/13  18:00:00,2613393.2487543125,1254434.648754312,1358958.6,0.0,3237637.5141559226,0.0 
 01/13  19:00:00,2757995.677949904,1311474.2779499039,1446521.4,0.0,3430097.4153967427,0.0 
 01/13  20:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,3623839.0571233157,0.0 
 01/13  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,3815072.959121783,0.0 
 01/13  22:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,3994510.2412296568,0.0 
 01/13  23:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,4284968.183635409,0.0 
 01/13  24:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,4891816.738530405,0.0 
 01/14  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5263354.9909521159,0.0 
 01/14  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5446829.396563129,0.0 
 01/14  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5585012.41507689,0.0 
 01/14  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5656026.405706825,0.0 
 01/14  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5740131.295874771,0.0 
 01/14  06:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5769584.405617447,0.0 
 01/14  07:00:00,1284957.8195587199,1197395.0195587199,87562.8,0.0,5721089.2867224239,0.0 
 01/14  08:00:00,3060892.477949904,1311474.2779499039,1749418.2,0.0,4835666.836039735,0.0 
 01/14  09:00:00,3174969.5676,1425551.3676,1749418.2,0.0,4643417.489882616,0.0 
 01/14  10:00:00,2742396.8524445409,1311474.2779499039,1430922.5744946369,0.0,4699043.016601361,0.0 
 01/14  11:00:00,1882969.3573400474,1197395.0195587199,685574.3377813273,0.0,4876210.03314979,0.0 
 01/14  12:00:00,1569909.5727914568,1197395.0195587199,372514.5532327366,0.0,4838218.49547516,0.0 
 01/14  13:00:00,1492947.7513417029,1197395.0195587199,295552.7317829829,0.0,4788036.030535461,0.0 
 01/14  14:00:00,1675578.4648428665,1197395.0195587199,478183.44528414667,0.0,4709735.712194502,0.0 
 01/14  15:00:00,1759996.9356562249,1197395.0195587199,562601.916097505,0.0,4702336.6375928339,0.0 
 01/14  16:00:00,2167500.7772752328,1197395.0195587199,970105.7577165125,0.0,4570019.331976893,0.0 
 01/14  17:00:00,2556353.6195587206,1197395.0195587199,1358958.6,0.0,4522537.270982888,0.0 
 01/14  18:00:00,2613393.2487543125,1254434.648754312,1358958.6,0.0,4595274.068354972,0.0 
 01/14  19:00:00,2757995.677949904,1311474.2779499039,1446521.4,0.0,4590419.70110074,0.0 
 01/14  20:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,4669085.447146248,0.0 
 01/14  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,4784046.212398582,0.0 
 01/14  22:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,4820019.82538628,0.0 
 01/14  23:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,5091505.650565082,0.0 
 01/14  24:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,5705456.074428808,0.0 
 01/15  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5973584.343960711,0.0 
 01/15  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,6136373.00957377,0.0 
 01/15  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,6254236.221240155,0.0 
 01/15  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,6303975.524999737,0.0 
 01/15  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,6346028.099199123,0.0 
 01/15  06:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,6384347.222369942,0.0 
 01/15  07:00:00,1284957.8195587199,1197395.0195587199,87562.8,0.0,6376780.175190549,0.0 
 01/15  08:00:00,3060892.477949904,1311474.2779499039,1749418.2,0.0,5497472.138433585,0.0 
 01/15  09:00:00,3174969.5676,1425551.3676,1749418.2,0.0,5291168.09457886,0.0 
 01/15  10:00:00,1885242.1413677084,1311474.2779499039,573767.8634178046,0.0,5269473.068120521,0.0 
 01/15  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,4403167.964448582,0.0 
 01/15  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,3678240.5190398839,0.0 
 01/15  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2935176.0192092435,0.0 
 01/15  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2364754.2692467069,0.0 
 01/15  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2422409.2651279827,0.0 
 01/15  16:00:00,2046891.9322883385,1197395.0195587199,849496.9127296185,0.0,2866195.552918442,0.0 
 01/15  17:00:00,2556353.6195587206,1197395.0195587199,1358958.6,0.0,3270986.172469961,0.0 
 01/15  18:00:00,2613393.2487543125,1254434.648754312,1358958.6,0.0,3650725.095603264,0.0 
 01/15  19:00:00,2757995.677949904,1311474.2779499039,1446521.4,0.0,3856154.9334683839,0.0 
 01/15  20:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,4007225.0470840379,0.0 
 01/15  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,4123926.5042627209,0.0 
 01/15  22:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,4190935.869537415,0.0 
 01/15  23:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,4550945.757276864,0.0 
 01/15  24:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,5340806.331435069,0.0 
 01/16  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5743795.321346576,0.0 
 01/16  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5888180.504310154,0.0 
 01/16  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5997078.072647428,0.0 
 01/16  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,6016072.668180749,0.0 
 01/16  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5989078.725427412,0.0 
 01/16  06:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,6079348.3486143299,0.0 
 01/16  07:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,5518412.232749252,0.0 
 01/16  08:00:00,3060892.477949904,1311474.2779499039,1749418.2,0.0,5240598.141888071,0.0 
 01/16  09:00:00,3174969.5676,1425551.3676,1749418.2,0.0,5101969.236471829,0.0 
 01/16  10:00:00,1877669.2459527653,1311474.2779499039,566194.9680028616,0.0,4986087.065048397,0.0 
 01/16  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,4025895.3530308355,0.0 
 01/16  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,3206776.8821364187,0.0 
 01/16  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2483467.256499408,0.0 
 01/16  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2204923.5681366,0.0 
 01/16  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2216192.073284487,0.0 
 01/16  16:00:00,1960660.1007883319,1197395.0195587199,763265.0812296119,0.0,2446563.8134924417,0.0 
 01/16  17:00:00,2556353.6195587206,1197395.0195587199,1358958.6,0.0,2818088.1423179928,0.0 
 01/16  18:00:00,2613393.2487543125,1254434.648754312,1358958.6,0.0,3194233.8601185588,0.0 
 01/16  19:00:00,2757995.677949904,1311474.2779499039,1446521.4,0.0,3417641.998844158,0.0 
 01/16  20:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,3582190.3792847285,0.0 
 01/16  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,3732875.658716386,0.0 
 01/16  22:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,3892674.0797682425,0.0 
 01/16  23:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,4199183.00049748,0.0 
 01/16  24:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,4752570.862841662,0.0 
 01/17  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5029778.22651493,0.0 
 01/17  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5169541.458005484,0.0 
 01/17  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5293944.206571054,0.0 
 01/17  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5410061.207570706,0.0 
 01/17  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5520369.785409847,0.0 
 01/17  06:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5476428.038542879,0.0 
 01/17  07:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,4760066.858663296,0.0 
 01/17  08:00:00,3060892.477949904,1311474.2779499039,1749418.2,0.0,4560327.2894078339,0.0 
 01/17  09:00:00,3174969.5676,1425551.3676,1749418.2,0.0,4522675.999686711,0.0 
 01/17  10:00:00,2631508.107262315,1311474.2779499039,1320033.829312411,0.0,4741161.453132251,0.0 
 01/17  11:00:00,1559166.320193435,1197395.0195587199,361771.30063471509,0.0,5063164.902497863,0.0 
 01/17  12:00:00,1338404.9297416723,1197395.0195587199,141009.91018295234,0.0,5001790.96350727,0.0 
 01/17  13:00:00,1596503.4136967078,1197395.0195587199,399108.39413798777,0.0,4838877.9523370689,0.0 
 01/17  14:00:00,1994693.7303058899,1197395.0195587199,797298.7107471699,0.0,4670064.623015637,0.0 
 01/17  15:00:00,2265607.7814734175,1197395.0195587199,1068212.7619146973,0.0,4573563.822092105,0.0 
 01/17  16:00:00,2508425.3242386195,1197395.0195587199,1311030.3046798993,0.0,4489148.686909896,0.0 
 01/17  17:00:00,2556353.6195587206,1197395.0195587199,1358958.6,0.0,4486463.501329533,0.0 
 01/17  18:00:00,2613393.2487543125,1254434.648754312,1358958.6,0.0,4415609.270435864,0.0 
 01/17  19:00:00,2757995.677949904,1311474.2779499039,1446521.4,0.0,4251220.3309924979,0.0 
 01/17  20:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,4180645.885081902,0.0 
 01/17  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,4199970.182272987,0.0 
 01/17  22:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,4243436.616534016,0.0 
 01/17  23:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,4415947.071043992,0.0 
 01/17  24:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,4909943.251654165,0.0 
 01/18  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5180471.543235835,0.0 
 01/18  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5291495.426901543,0.0 
 01/18  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5364884.108531259,0.0 
 01/18  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5396715.745250154,0.0 
 01/18  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5411590.824336818,0.0 
 01/18  06:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,5452869.939635442,0.0 
 01/18  07:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,4792174.017374821,0.0 
 01/18  08:00:00,3060892.477949904,1311474.2779499039,1749418.2,0.0,4466098.957838744,0.0 
 01/18  09:00:00,3174969.5676,1425551.3676,1749418.2,0.0,4312418.2080259709,0.0 
 01/18  10:00:00,2672292.1841809127,1311474.2779499039,1360817.906231009,0.0,4478230.471295529,0.0 
 01/18  11:00:00,1773908.9818024468,1197395.0195587199,576513.9622437266,0.0,4839835.060283462,0.0 
 01/18  12:00:00,1470834.4543598253,1197395.0195587199,273439.4348011051,0.0,4858770.801547048,0.0 
 01/18  13:00:00,1467258.3866004116,1197395.0195587199,269863.36704169158,0.0,4763729.21217614,0.0 
 01/18  14:00:00,1679242.9236013485,1197395.0195587199,481847.9040426286,0.0,4622700.737070852,0.0 
 01/18  15:00:00,1995184.2001603977,1197395.0195587199,797789.1806016774,0.0,4484263.8038865099,0.0 
 01/18  16:00:00,2459787.9800283915,1197395.0195587199,1262392.960469671,0.0,4296330.159663559,0.0 
