Date/Time,Electricity:Facility [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly) 
 04/07  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,528411.617829444,0.0 
 04/07  10:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,290449.980589094,0.0 
 04/07  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,39634.74895311122,0.0 
 04/07  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/07  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/07  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/07  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/07  16:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/07  17:00:00,1390330.508754312,1254434.648754312,135895.86,0.0,0.0,0.0 
 04/07  18:00:00,1456126.4179499043,1311474.2779499039,144652.13999999999,0.0,0.0,0.0 
 04/07  19:00:00,2320033.327102897,1368511.738404408,951521.588698489,0.0,0.0,0.0 
 04/07  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 04/07  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 04/07  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,0.0,0.0 
 04/07  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,0.0,0.0 
 04/07  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/08  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,71885.73063127483,0.0 
 04/08  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,195657.07502325136,0.0 
 04/08  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,333784.1735103455,0.0 
 04/08  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,490551.53178976129,0.0 
 04/08  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,635147.2307481462,0.0 
 04/08  06:00:00,1270960.4220775103,1197395.0195587199,73565.40251879052,0.0,745653.7354140548,0.0 
 04/08  07:00:00,1891559.0131052409,1311474.2779499039,580084.7351553368,0.0,665756.2367964671,0.0 
 04/08  08:00:00,1600493.1876,1425551.3676,174941.81999999999,0.0,472072.0873483356,0.0 
 04/08  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,218821.36402626404,0.0 
 04/08  10:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,208792.95328783833,0.0 
 04/08  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,20298.224511473745,0.0 
 04/08  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/08  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/08  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/08  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/08  16:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/08  17:00:00,1390330.508754312,1254434.648754312,135895.86,0.0,0.0,0.0 
 04/08  18:00:00,1456126.4179499043,1311474.2779499039,144652.13999999999,0.0,0.0,0.0 
 04/08  19:00:00,2286843.8655580526,1368511.738404408,918332.1271536445,0.0,0.0,0.0 
 04/08  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 04/08  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 04/08  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,0.0,0.0 
 04/08  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,5008.914622114207,0.0 
 04/08  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,173612.23052150373,0.0 
 04/09  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,331857.4621984352,0.0 
 04/09  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,485633.30567130856,0.0 
 04/09  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,621979.5739961054,0.0 
 04/09  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,717277.2497385159,0.0 
 04/09  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,784493.5418536547,0.0 
 04/09  06:00:00,1281437.8873731702,1197395.0195587199,84042.86781445034,0.0,826187.6062050033,0.0 
 04/09  07:00:00,2713906.4730765207,1311474.2779499039,1402432.1951266165,0.0,678878.9262523693,0.0 
 04/09  08:00:00,2109729.732753425,1425551.3676,684178.3651534248,0.0,534893.5312744498,0.0 
 04/09  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,238030.46386608683,0.0 
 04/09  10:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2420.3834290879246,0.0 
 04/09  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/09  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/09  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/09  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/09  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/09  16:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/09  17:00:00,1390330.508754312,1254434.648754312,135895.86,0.0,0.0,0.0 
 04/09  18:00:00,1483808.2545916832,1311474.2779499039,172333.976641779,0.0,0.0,0.0 
 04/09  19:00:00,2518947.0926694886,1368511.738404408,1150435.3542650806,0.0,0.0,0.0 
 04/09  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 04/09  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 04/09  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,0.0,0.0 
 04/09  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,0.0,0.0 
 04/09  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/10  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,60845.62142469517,0.0 
 04/10  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,184135.55395456204,0.0 
 04/10  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,272627.5432971736,0.0 
 04/10  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,350608.8924053656,0.0 
 04/10  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,427092.47078329979,0.0 
 04/10  06:00:00,1248019.4587451078,1197395.0195587199,50624.43918638787,0.0,489363.5536122888,0.0 
 04/10  07:00:00,2603043.8059576128,1311474.2779499039,1291569.5280077083,0.0,428791.06220168145,0.0 
 04/10  08:00:00,2109751.3656012,1425551.3676,684199.9980012002,0.0,348212.36886444219,0.0 
 04/10  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,69975.19567764587,0.0 
 04/10  10:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/10  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/10  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/10  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/10  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/10  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/10  16:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/10  17:00:00,1390330.508754312,1254434.648754312,135895.86,0.0,0.0,0.0 
 04/10  18:00:00,1456126.4179499043,1311474.2779499039,144652.13999999999,0.0,0.0,0.0 
 04/10  19:00:00,2324288.427075258,1368511.738404408,955776.6886708499,0.0,0.0,0.0 
 04/10  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 04/10  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 04/10  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,0.0,0.0 
 04/10  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,0.0,0.0 
 04/10  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/11  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/11  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/11  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,36158.812376571324,0.0 
 04/11  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,186287.70226256114,0.0 
 04/11  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,303500.6070460869,0.0 
 04/11  06:00:00,1797449.2645579954,1197395.0195587199,600054.2449992751,0.0,213583.86436598158,0.0 
 04/11  07:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,0.0,0.0 
 04/11  08:00:00,1600493.1876,1425551.3676,174941.81999999999,0.0,0.0,0.0 
 04/11  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,0.0,0.0 
 04/11  10:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/11  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/11  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/11  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/11  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/11  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/11  16:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/11  17:00:00,1390330.508754312,1254434.648754312,135895.86,0.0,0.0,0.0 
 04/11  18:00:00,1456126.4179499043,1311474.2779499039,144652.13999999999,0.0,0.0,0.0 
 04/11  19:00:00,2016330.0250106226,1368511.738404408,647818.2866062147,0.0,0.0,0.0 
 04/11  20:00:00,2890638.6227995178,1425551.3676,1465087.2551995174,0.0,0.0,0.0 
 04/11  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 04/11  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,0.0,0.0 
 04/11  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,0.0,0.0 
 04/11  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/12  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/12  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/12  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/12  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/12  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/12  06:00:00,1970620.9702455763,1197395.0195587199,773225.950686856,0.0,0.0,0.0 
 04/12  07:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,0.0,0.0 
 04/12  08:00:00,2008075.9262157009,1425551.3676,582524.5586157009,0.0,0.0,0.0 
 04/12  09:00:00,1710250.9510991455,1311474.2779499039,398776.6731492415,0.0,0.0,0.0 
 04/12  10:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/12  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/12  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/12  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/12  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/12  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/12  16:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/12  17:00:00,1693033.5028396976,1254434.648754312,438598.85408538536,0.0,0.0,0.0 
 04/12  18:00:00,1883370.025297449,1311474.2779499039,571895.747347545,0.0,0.0,0.0 
 04/12  19:00:00,2454287.6542109658,1368511.738404408,1085775.915806558,0.0,0.0,0.0 
 04/12  20:00:00,2912198.426400749,1425551.3676,1486647.0588007486,0.0,0.0,0.0 
 04/12  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 04/12  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,0.0,0.0 
 04/12  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,0.0,0.0 
 04/12  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/13  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/13  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 04/13  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,45688.10521654283,0.0 
 04/13  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,183187.86068724283,0.0 
 04/13  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,308018.1294254217,0.0 
 04/13  06:00:00,2547301.76672671,1197395.0195587199,1349906.74716799,0.0,414118.66508112396,0.0 
 04/13  07:00:00,2496761.5828701977,1311474.2779499039,1185287.3049202935,0.0,393690.6683601966,0.0 
 04/13  08:00:00,2086282.540238814,1425551.3676,660731.1726388141,0.0,395812.1243018876,0.0 
 04/13  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,475927.6228983777,0.0 
 04/13  10:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,575324.6906998308,0.0 
 04/13  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,559892.9845715124,0.0 
 04/13  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,476158.1876742252,0.0 
 04/13  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,418442.5699877682,0.0 
 04/13  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,485908.94802671959,0.0 
 04/13  15:00:00,1333377.0607986262,1197395.0195587199,135982.04123990614,0.0,564361.1403415229,0.0 
 04/13  16:00:00,1780129.4736406347,1197395.0195587199,582734.4540819147,0.0,657614.4237431634,0.0 
 04/13  17:00:00,2151692.8237452737,1254434.648754312,897258.1749909613,0.0,685307.4743964548,0.0 
 04/13  18:00:00,2444711.4659412049,1311474.2779499039,1133237.1879913007,0.0,713253.6674940491,0.0 
 04/13  19:00:00,2655885.8401652986,1368511.738404408,1287374.1017608904,0.0,742087.3330028207,0.0 
 04/13  20:00:00,2916156.7440306965,1425551.3676,1490605.3764306959,0.0,790941.7918302186,0.0 
 04/13  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,880995.94657673,0.0 
 04/13  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,973699.8675775797,0.0 
 04/13  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,1118585.2640758705,0.0 
 04/13  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,1225240.6312049847,0.0 
 04/14  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,1312173.4773695158,0.0 
 04/14  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,1415556.8409844393,0.0 
 04/14  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,1713198.5312646174,0.0 
 04/14  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,2006514.5577605637,0.0 
 04/14  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,2215804.0707511857,0.0 
 04/14  06:00:00,1559025.3695587202,1197395.0195587199,361630.35,0.0,1782614.327768192,0.0 
 04/14  07:00:00,2110187.9607482387,1311474.2779499039,798713.6827983348,0.0,1644696.3113039714,0.0 
 04/14  08:00:00,2230477.9918014758,1425551.3676,804926.6242014754,0.0,1679900.3371101693,0.0 
 04/14  09:00:00,1729282.472227476,1311474.2779499039,417808.1942775721,0.0,2081479.7820151209,0.0 
 04/14  10:00:00,1338151.0674725499,1197395.0195587199,140756.04791383,0.0,2385674.9567576919,0.0 
 04/14  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2372562.1903068025,0.0 
 04/14  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2192689.7279250987,0.0 
 04/14  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2063461.7911755073,0.0 
 04/14  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2110427.030809056,0.0 
 04/14  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2046653.5058323174,0.0 
 04/14  16:00:00,1339637.0879452325,1197395.0195587199,142242.06838651259,0.0,1989907.0520158003,0.0 
 04/14  17:00:00,1390330.508754312,1254434.648754312,135895.86,0.0,1388795.1294119978,0.0 
 04/14  18:00:00,1456126.4179499043,1311474.2779499039,144652.13999999999,0.0,1184128.5526134549,0.0 
 04/14  19:00:00,1560492.0031180082,1368511.738404408,191980.2647136001,0.0,1205656.8953994043,0.0 
 04/14  20:00:00,2770989.3982319787,1425551.3676,1345438.030631978,0.0,1258817.0668500909,0.0 
 04/14  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,1794740.9613850562,0.0 
 04/14  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,2352136.661330261,0.0 
 04/14  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,3114683.2967537089,0.0 
 04/14  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3521293.3105922809,0.0 
 04/15  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3820596.5992800819,0.0 
 04/15  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4007721.3065890737,0.0 
 04/15  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4116598.785228581,0.0 
 04/15  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4400179.995408914,0.0 
 04/15  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4577845.722639079,0.0 
 04/15  06:00:00,1267305.6086931606,1197395.0195587199,69910.5891344408,0.0,4547198.006749142,0.0 
 04/15  07:00:00,2305885.1239483018,1311474.2779499039,994410.8459983977,0.0,4006579.420543487,0.0 
 04/15  08:00:00,1847928.977227489,1425551.3676,422377.60962748897,0.0,3829771.55230226,0.0 
 04/15  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,3425154.0855903208,0.0 
 04/15  10:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,3407676.58960457,0.0 
 04/15  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,3261412.1198609618,0.0 
 04/15  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,3013814.748628188,0.0 
 04/15  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2998882.2012181726,0.0 
 04/15  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,3039321.229996809,0.0 
 04/15  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2981046.033057434,0.0 
 04/15  16:00:00,1465705.688465646,1197395.0195587199,268310.66890692609,0.0,3070343.479750712,0.0 
 04/15  17:00:00,1581429.955640977,1254434.648754312,326995.30688666467,0.0,3026708.0932453486,0.0 
 04/15  18:00:00,1456126.4179499043,1311474.2779499039,144652.13999999999,0.0,2779366.228330531,0.0 
 04/15  19:00:00,1559275.192939939,1368511.738404408,190763.45453553089,0.0,2696985.613863136,0.0 
 04/15  20:00:00,2769610.149976964,1425551.3676,1344058.7823769637,0.0,2361311.9211751327,0.0 
 04/15  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,2474331.1069818164,0.0 
 04/15  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,2950370.3517178606,0.0 
 04/15  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,3769520.3733789718,0.0 
 04/15  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4185408.240163679,0.0 
 04/16  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4374415.896568315,0.0 
 04/16  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4511825.041184632,0.0 
 04/16  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4615056.974159438,0.0 
 04/16  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4747514.184547691,0.0 
 04/16  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,4821672.576791201,0.0 
 04/16  06:00:00,1267843.2107043104,1197395.0195587199,70448.19114559035,0.0,4778880.548471661,0.0 
 04/16  07:00:00,2442582.7850394586,1311474.2779499039,1131108.5070895549,0.0,4070513.4105990796,0.0 
 04/16  08:00:00,2195931.7582689726,1425551.3676,770380.3906689723,0.0,3785913.673661377,0.0 
 04/16  09:00:00,1637595.4485978697,1311474.2779499039,326121.1706479658,0.0,3754144.150771261,0.0 
 04/16  10:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,3552296.650364586,0.0 
 04/16  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,3197197.201222274,0.0 
 04/16  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2690615.3010064719,0.0 
 04/16  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,1945089.802823867,0.0 
 04/16  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,1676222.5733752372,0.0 
 04/16  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,1861890.0822860818,0.0 
 04/16  16:00:00,1348706.4148849494,1197395.0195587199,151311.39532622958,0.0,1981110.378259921,0.0 
 04/16  17:00:00,1390330.508754312,1254434.648754312,135895.86,0.0,1675291.0009982147,0.0 
 04/16  18:00:00,1675570.322104406,1311474.2779499039,364096.044154502,0.0,1672977.5291471636,0.0 
 04/16  19:00:00,2383288.6064786144,1368511.738404408,1014776.8680742062,0.0,1569726.7670787927,0.0 
 04/16  20:00:00,2898074.439598122,1425551.3676,1472523.071998122,0.0,1621365.4146633598,0.0 
 04/16  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,1872700.8335270056,0.0 
 04/16  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,2284351.2115848578,0.0 
 04/16  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,2937090.861353339,0.0 
 04/16  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3290086.170052087,0.0 
 04/17  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3466417.298197439,0.0 
 04/17  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3577071.3038892766,0.0 
 04/17  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3689717.7287132807,0.0 
 04/17  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3816486.0740974519,0.0 
 04/17  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3938259.65108437,0.0 
 04/17  06:00:00,2241580.8605989797,1197395.0195587199,1044185.8410402594,0.0,3470567.7498487315,0.0 
 04/17  07:00:00,1523503.5684154127,1311474.2779499039,212029.29046550889,0.0,3584884.0421436897,0.0 
 04/17  08:00:00,1868466.211115492,1425551.3676,442914.843515492,0.0,3242938.1981775176,0.0 
 04/17  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,2634353.340671176,0.0 
 04/17  10:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,1365132.3516401507,0.0 
 04/17  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,650345.9665492423,0.0 
 04/17  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,474543.56055479028,0.0 
 04/17  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,360380.0774507581,0.0 
 04/17  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,412034.82024230566,0.0 
 04/17  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,506103.4616318799,0.0 
 04/17  16:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,587047.7648233046,0.0 
 04/17  17:00:00,1461153.7942669013,1254434.648754312,206719.14551258909,0.0,669837.5653977102,0.0 
 04/17  18:00:00,1806180.1100520278,1311474.2779499039,494705.8321021234,0.0,834219.3045764773,0.0 
 04/17  19:00:00,1555826.8047046234,1368511.738404408,187315.06630021527,0.0,1000965.7843033034,0.0 
 04/17  20:00:00,2765619.721942833,1425551.3676,1340068.3543428328,0.0,911927.2794045484,0.0 
 04/17  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,1135610.287131049,0.0 
 04/17  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,1681391.2582871528,0.0 
 04/17  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,2483891.2108436694,0.0 
 04/17  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,2892621.613478467,0.0 
 04/18  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3087733.034453328,0.0 
 04/18  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3251675.7878529357,0.0 
 04/18  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3463193.323033358,0.0 
 04/18  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3730751.1434339985,0.0 
 04/18  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,3984728.571217523,0.0 
 04/18  06:00:00,1342047.15955872,1197395.0195587199,144652.13999999999,0.0,2986833.086315635,0.0 
 04/18  07:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,1338510.4414559317,0.0 
 04/18  08:00:00,1600493.1876,1425551.3676,174941.81999999999,0.0,93217.85767105394,0.0 
 04/18  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,0.0,0.0 
 04/18  10:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/18  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/18  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/18  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/18  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/18  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/18  16:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 04/18  17:00:00,1390330.508754312,1254434.648754312,135895.86,0.0,0.0,0.0 
 04/18  18:00:00,1456126.4179499043,1311474.2779499039,144652.13999999999,0.0,0.0,0.0 
 04/18  19:00:00,1540957.0716738376,1368511.738404408,172445.33326942946,0.0,0.0,0.0 
 04/18  20:00:00,2750638.429360427,1425551.3676,1325087.0617604266,0.0,0.0,0.0 
 04/18  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 04/18  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,0.0,0.0 
 04/18  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,99785.32337718291,0.0 
 04/18  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,370508.08881930229,0.0 
